"regionid","sizerank","regionname","regiontype","statename","state","city","metro","countyname","1/31/1996","2/29/1996","3/31/1996","4/30/1996","5/31/1996","6/30/1996","7/31/1996","8/31/1996","9/30/1996","10/31/1996","11/30/1996","12/31/1996","1/31/1997","2/28/1997","3/31/1997","4/30/1997","5/31/1997","6/30/1997","7/31/1997","8/31/1997","9/30/1997","10/31/1997","11/30/1997","12/31/1997","1/31/1998","2/28/1998","3/31/1998","4/30/1998","5/31/1998","6/30/1998","7/31/1998","8/31/1998","9/30/1998","10/31/1998","11/30/1998","12/31/1998","1/31/1999","2/28/1999","3/31/1999","4/30/1999","5/31/1999","6/30/1999","7/31/1999","8/31/1999","9/30/1999","10/31/1999","11/30/1999","12/31/1999","1/31/2000","2/29/2000","3/31/2000","4/30/2000","5/31/2000","6/30/2000","7/31/2000","8/31/2000","9/30/2000","10/31/2000","11/30/2000","12/31/2000","1/31/2001","2/28/2001","3/31/2001","4/30/2001","5/31/2001","6/30/2001","7/31/2001","8/31/2001","9/30/2001","10/31/2001","11/30/2001","12/31/2001","1/31/2002","2/28/2002","3/31/2002","4/30/2002","5/31/2002","6/30/2002","7/31/2002","8/31/2002","9/30/2002","10/31/2002","11/30/2002","12/31/2002","1/31/2003","2/28/2003","3/31/2003","4/30/2003","5/31/2003","6/30/2003","7/31/2003","8/31/2003","9/30/2003","10/31/2003","11/30/2003","12/31/2003","1/31/2004","2/29/2004","3/31/2004","4/30/2004","5/31/2004","6/30/2004","7/31/2004","8/31/2004","9/30/2004","10/31/2004","11/30/2004","12/31/2004","1/31/2005","2/28/2005","3/31/2005","4/30/2005","5/31/2005","6/30/2005","7/31/2005","8/31/2005","9/30/2005","10/31/2005","11/30/2005","12/31/2005","1/31/2006","2/28/2006","3/31/2006","4/30/2006","5/31/2006","6/30/2006","7/31/2006","8/31/2006","9/30/2006","10/31/2006","11/30/2006","12/31/2006","1/31/2007","2/28/2007","3/31/2007","4/30/2007","5/31/2007","6/30/2007","7/31/2007","8/31/2007","9/30/2007","10/31/2007","11/30/2007","12/31/2007","1/31/2008","2/29/2008","3/31/2008","4/30/2008","5/31/2008","6/30/2008","7/31/2008","8/31/2008","9/30/2008","10/31/2008","11/30/2008","12/31/2008","1/31/2009","2/28/2009","3/31/2009","4/30/2009","5/31/2009","6/30/2009","7/31/2009","8/31/2009","9/30/2009","10/31/2009","11/30/2009","12/31/2009","1/31/2010","2/28/2010","3/31/2010","4/30/2010","5/31/2010","6/30/2010","7/31/2010","8/31/2010","9/30/2010","10/31/2010","11/30/2010","12/31/2010","1/31/2011","2/28/2011","3/31/2011","4/30/2011","5/31/2011","6/30/2011","7/31/2011","8/31/2011","9/30/2011","10/31/2011","11/30/2011","12/31/2011","1/31/2012","2/29/2012","3/31/2012","4/30/2012","5/31/2012","6/30/2012","7/31/2012","8/31/2012","9/30/2012","10/31/2012","11/30/2012","12/31/2012","1/31/2013","2/28/2013","3/31/2013","4/30/2013","5/31/2013","6/30/2013","7/31/2013","8/31/2013","9/30/2013","10/31/2013","11/30/2013","12/31/2013","1/31/2014","2/28/2014","3/31/2014","4/30/2014","5/31/2014","6/30/2014","7/31/2014","8/31/2014","9/30/2014","10/31/2014","11/30/2014","12/31/2014","1/31/2015","2/28/2015","3/31/2015","4/30/2015","5/31/2015","6/30/2015","7/31/2015","8/31/2015","9/30/2015","10/31/2015","11/30/2015","12/31/2015","1/31/2016","2/29/2016","3/31/2016","4/30/2016","5/31/2016","6/30/2016","7/31/2016","8/31/2016","9/30/2016","10/31/2016","11/30/2016","12/31/2016","1/31/2017","2/28/2017","3/31/2017","4/30/2017","5/31/2017","6/30/2017","7/31/2017","8/31/2017","9/30/2017","10/31/2017","11/30/2017","12/31/2017","1/31/2018","2/28/2018","3/31/2018","4/30/2018","5/31/2018","6/30/2018","7/31/2018","8/31/2018","9/30/2018","10/31/2018","11/30/2018","12/31/2018","1/31/2019","2/28/2019","3/31/2019","4/30/2019","5/31/2019","6/30/2019","7/31/2019","8/31/2019","9/30/2019","10/31/2019","11/30/2019","12/31/2019","1/31/2020","2/29/2020","3/31/2020","4/30/2020","5/31/2020","6/30/2020","7/31/2020","8/31/2020"
97749,8717,94542,"Zip","CA","CA","Hayward","San Francisco-Oakland-Hayward","Alameda County",245140,244144,243446,243089,243390,243618,243129,242909,243259,244140,244650,245180,245079,245863,247253,248339,249300,250294,252482,254198,255639,256601,258800,261282,264369,267240,270125,272615,274527,276910,280160,283796,287527,289973,292102,293818,297128,300293,303040,304929,306348,308836,309848,312609,314290,320196,325038,331056,335908,341631,346728,352146,359471,365036,371182,374944,382436,388688,396002,403297,409189,414542,421030,428218,434800,439758,445087,450464,453913,454852,455357,454362,453937,454288,455664,458570,461474,466498,471057,475880,479951,484759,488887,493002,496934,501406,503962,506068,506019,507133,508195,510455,512217,515431,520747,526833,533569,538219,545705,552222,561981,570907,581900,591692,603039,612270,622561,633464,645521,657583,667662,679019,690146,700541,708131,715992,723870,733652,739948,745015,745406,749344,751732,753829,753208,752673,751625,752125,750686,750934,747245,744300,741729,736455,734389,732286,728997,722947,718780,714848,712097,701009,692637,680270,678439,674160,665593,649653,635934,623056,611010,599090,585331,572847,558958,551810,537221,526543,517014,512937,507985,507140,504738,499838,495633,495366,499833,501428,502875,501814,500015,499085,498597,497790,494430,491244,485461,482638,478343,473766,470524,467363,467077,463619,459799,451656,450361,448776,453139,450418,447805,443903,439778,438069,437524,440596,444760,450567,451796,455896,459318,467411,474839,483333,494699,504776,514493,524462,536995,552361,565773,575736,581043,588499,599124,613110,622714,630985,634969,636955,636218,634412,637657,643438,650677,654663,657528,657835,658893,659950,666271,672533,677659,681308,685463,691997,703065,710714,714693,719023,727518,738754,742074,746682,751239,756790,756894,755362,749625,751732,755001,759782,760685,762486,769544,773788,777682,784577,796549,808235,820795,829361,839210,849506,859968,866772,871542,880233,892338,898036,898522,894624,892900,891014,889651,881974,873075,867969,866016,868051,871602,875235,873852,869133,866592,867855,868814,874041,881362,888030,893425,895350,895488,898846,908725,924539
97725,8759,94517,"Zip","CA","CA","Clayton","San Francisco-Oakland-Hayward","Contra Costa County",258393,258852,258936,259660,259992,260865,261087,261242,260972,263056,265126,267327,267770,268147,269791,271347,274093,275339,277432,279896,284615,286282,289171,291306,296035,300496,303466,306542,308911,313716,319692,325568,327980,329601,329253,331124,333839,337687,342066,345659,349340,351359,352003,353197,357262,363086,369666,374658,379227,382775,387038,392540,398731,405663,412614,420096,426671,432709,438651,445630,452152,459026,464376,469564,473769,477689,481724,484706,487085,489199,492701,497502,502768,508748,515243,521780,527384,532424,538007,542979,548852,554781,561592,566773,573114,577105,582287,586236,593034,600110,607172,618383,630245,643832,652156,661103,668885,681952,696803,712552,729724,746662,762628,772434,780611,789054,801826,814068,824660,835500,843367,855574,862539,872648,883692,899068,914746,928499,939368,949971,960870,966613,971163,969361,968348,961765,957427,950165,944218,932988,925232,919934,917712,913101,905285,898334,887668,880045,869183,862624,853300,843847,834172,822502,812098,799142,788179,770251,757032,742767,729985,712937,699032,693874,692022,686011,674453,667342,657961,654080,649872,650603,656067,664444,669353,666953,658619,654444,656252,662447,677948,694914,711797,722901,726196,729944,735943,748125,750248,755067,749577,743043,727654,719932,716938,714278,708522,698110,690277,682057,690510,697166,708948,713888,722536,722772,719422,718892,730614,747461,759067,769214,778589,789629,796669,805226,813393,829237,847959,862092,868686,874270,881969,882564,870115,854807,853633,860876,865739,859205,843160,834075,826071,815846,804919,805898,818498,831737,833947,836863,843945,853284,867452,879683,892797,902244,914253,917666,921375,923089,928098,922777,918532,917373,918560,917703,916213,925952,933352,943394,944437,945281,944148,949638,951041,957290,960356,963234,966681,967442,969220,964511,963890,967515,979805,987336,990473,986450,990187,996917,996577,989964,987395,990088,988788,979712,970806,968086,973578,986913,1001150,1007653,1002735,992686,983907,981410,982507,987770,989963,990074,988164,984068,977759,977188,989656,1010519
97539,8792,94065,"Zip","CA","CA","Redwood City","San Francisco-Oakland-Hayward","San Mateo County",314502,313105,312110,310453,309471,309165,308741,308853,309054,310021,311271,313253,315656,318739,322062,325853,330045,334172,338893,343558,348798,353656,358793,363877,368816,373764,378506,382732,386076,389185,392966,396832,400743,404187,407278,409374,411684,414059,417027,419339,421654,424345,427550,431189,435176,440513,446827,453899,461212,468754,476906,487009,499511,513328,525729,537035,547847,558593,569525,581206,591714,600658,606849,609677,608772,604343,599712,595554,590851,586152,579680,573928,568480,565900,564849,567176,572148,580407,588820,595242,600742,603949,609246,612142,614703,615358,615177,615108,612379,609271,606383,608195,612333,618580,622159,627110,634446,643607,654708,663470,671435,677820,687286,695710,703926,710967,718985,730123,741155,748582,753256,757964,771535,784322,793526,798689,804314,810196,818472,820682,823145,823864,830198,833970,830349,826833,824633,826732,825408,822708,821891,825364,828617,831944,831283,831967,833513,834875,835125,834282,834943,838041,833653,825494,811737,805356,795729,795897,789573,787563,780947,774309,768116,758239,747369,734170,728143,722918,723937,710050,703331,692905,692939,687303,680643,676286,680884,692788,701628,703188,698896,700323,701493,705313,702755,705810,708197,710905,710309,706509,701757,697361,696937,702627,704685,703100,700414,702574,708957,718161,722907,729629,730395,735596,740114,744105,753685,769145,785042,798671,808009,814160,820224,821033,838707,859936,884622,898801,910758,915390,927011,932148,944234,955874,973919,994728,1007371,1012618,1012656,1021830,1027151,1039032,1045586,1055188,1059811,1065507,1073033,1084053,1087586,1098623,1116861,1133999,1158993,1177195,1203994,1229975,1252352,1270669,1284299,1290839,1308837,1319591,1326621,1329819,1324856,1330369,1318914,1311138,1305916,1310839,1315342,1329873,1336361,1347404,1345841,1350469,1358269,1362943,1374242,1383632,1403830,1425426,1453695,1478057,1501901,1515151,1534970,1553835,1575784,1591098,1603302,1618848,1624186,1622305,1605169,1583038,1557335,1543584,1524101,1516954,1519937,1526262,1527701,1510815,1506071,1500995,1505560,1513136,1524499,1531240,1542036,1542645,1533697,1525739,1522481,1532185
97759,8896,94552,"Zip","CA","CA","Castro Valley","San Francisco-Oakland-Hayward","Alameda County",276475,275281,274795,273722,272996,271866,270680,270543,270702,271744,272588,273901,274585,275907,277236,279018,280906,283377,286847,289214,291869,293312,295568,297903,301016,303981,306783,309942,313549,317562,321356,324646,328021,330475,333239,334990,338192,341612,344787,346102,345812,347144,347121,349632,350707,356701,361482,367526,372679,378064,382828,388021,396178,402192,409845,414446,422651,428195,434799,441806,447641,453724,462007,470631,477699,481761,485596,489416,491248,491876,492256,491640,490797,489743,487759,488189,489357,494862,499527,505153,510123,514698,518236,520902,523750,527677,531294,534313,534599,534803,535899,538519,540717,544876,551112,558353,566138,571704,579697,586194,595816,604032,614056,622341,633284,642340,653573,664633,676661,688245,697690,709061,720245,731622,738464,744814,750162,757235,759436,761727,760084,763431,765117,766319,765069,763707,762913,763427,761216,761246,758633,756152,752349,743801,738467,732992,728695,722124,718127,713346,711082,701812,697104,688285,686412,682175,675893,667364,660964,654714,649340,644460,638185,631239,621052,617236,612097,614126,614587,615475,610901,612360,610537,607636,602852,605027,611508,616746,620827,620690,621944,622436,626443,625897,623358,621806,621315,620852,617376,611672,605888,600801,596446,590603,583300,575266,575048,573935,576112,571583,568149,563909,560785,558761,557748,560256,564481,571914,576980,585313,592028,602587,612723,624113,636227,646229,660090,674858,694872,711880,725859,733026,738366,743551,752441,763898,773353,782295,784254,785209,781002,777910,773831,774589,777078,784517,790446,795047,796683,799358,806321,813914,819063,825481,836336,850857,865867,872754,875227,878573,888278,900395,903551,906249,910430,915254,915364,912968,908158,910526,913888,916641,916849,917333,925450,928288,931607,934277,941149,945174,953984,961498,972761,986841,1000163,1009851,1015282,1026508,1038990,1049761,1054474,1058896,1060073,1061675,1060805,1050416,1035758,1025077,1020290,1022169,1026410,1032465,1034248,1028896,1024078,1020992,1021134,1026892,1036855,1046104,1052750,1053476,1052485,1052039,1058112,1071665
97842,9118,94708,"Zip","CA","CA","Berkeley","San Francisco-Oakland-Hayward","Alameda County",281936,282110,282568,282684,283592,284351,285731,286421,287320,288009,288153,288673,289341,290297,291040,293179,294726,295942,297023,299755,302176,304221,306953,310323,313582,317308,320892,324327,327080,330488,333747,335473,337974,341215,345806,348828,351581,353410,355208,356370,357728,361338,362979,367050,370205,376250,380410,383892,389029,394333,399939,405682,414800,422452,431868,438745,447517,453315,458394,466697,473895,482224,490000,498091,503020,504975,506794,507900,508363,508129,509809,509975,509327,509528,511462,515735,519803,525123,528242,532136,535311,540272,547252,553313,559429,562122,563117,562450,562361,563607,567292,573045,579802,586423,589714,593569,598093,604753,613174,620516,628529,637148,647104,654231,661059,667107,675758,684198,692714,702108,711573,723518,734569,743267,749155,755480,760621,765311,764534,764738,762153,765258,765362,763518,757425,751331,744092,740502,738232,740899,745656,750646,755499,748132,742747,737135,737233,736456,737509,740492,744014,740818,736032,725962,721087,718743,716256,716583,717311,717842,719485,714525,708958,699199,692710,691934,689833,693316,696480,695797,691639,695350,698318,701405,697974,704474,712522,722797,731654,738582,744384,749134,754012,751375,744002,733280,726939,718833,713978,704993,699694,692832,687176,680197,671566,662251,664020,673565,688727,695828,695575,694293,689961,687318,684422,686578,695545,711296,720117,728707,732740,746195,759555,773181,788344,802267,822898,842599,863732,877047,885815,887329,890666,898075,912778,930221,944486,958276,963493,969230,968371,971251,974429,985029,994561,1002342,1009484,1015913,1026007,1036760,1055903,1071014,1085108,1098832,1123387,1150154,1178669,1194266,1202879,1214275,1226361,1241570,1243562,1255636,1269790,1282926,1293044,1299865,1303624,1313575,1325358,1336438,1340825,1343725,1352022,1354417,1354932,1363447,1367575,1369409,1374566,1379167,1390895,1403816,1423607,1439231,1452679,1468942,1488477,1493986,1482548,1465735,1454510,1459188,1460065,1449146,1430721,1423640,1420426,1423939,1432851,1448933,1467130,1478102,1486459,1490721,1494647,1506951,1523377,1533658,1542090,1544858,1541950,1538287,1542141,1555054
97695,9500,94305,"Zip","CA","CA","Stanford","San Jose-Sunnyvale-Santa Clara","Santa Clara County",798145,795709,793768,789441,787130,787127,789223,791366,794501,803230,812471,822993,840022,859983,882308,895859,906788,916957,922585,930305,931413,932427,936444,947405,950681,952230,946807,955337,964815,971794,982476,992735,1019214,1032679,1039898,1030271,1015965,998351,990164,993273,1005326,1020496,1042063,1060528,1066630,1069696,1077916,1095552,1123469,1150701,1174604,1181003,1177661,1185234,1177130,1179898,1175982,1201014,1231078,1267969,1300716,1329056,1350328,1372334,1389736,1390370,1396035,1398556,1420065,1410552,1390147,1351105,1327924,1319118,1326406,1336228,1348880,1361251,1375474,1375449,1367964,1361336,1359008,1358188,1347554,1325976,1301854,1281060,1275001,1273468,1274971,1286682,1294709,1308776,1312721,1328630,1340771,1367817,1383728,1395150,1387596,1380587,1368963,1362608,1361492,1378404,1404141,1427437,1448175,1464437,1489995,1516206,1544537,1572055,1609098,1642113,1669536,1674049,1688623,1699181,1718259,1719408,1711778,1703345,1707533,1717241,1716357,1703809,1696712,1692958,1681400,1675273,1671644,1680149,1689982,1692250,1687035,1673249,1669989,1669991,1671355,1666842,1658879,1639872,1619566,1599569,1586395,1580105,1580327,1581882,1578410,1585892,1583210,1585384,1579770,1594387,1587940,1584272,1558633,1560284,1551312,1553712,1545744,1527883,1518677,1519464,1538792,1542416,1558408,1569798,1605268,1607966,1618308,1606127,1613961,1623848,1642100,1644699,1630558,1617013,1613381,1603958,1589183,1577725,1568950,1579741,1581111,1596374,1591097,1588390,1594269,1604343,1612393,1628544,1654893,1697254,1740238,1775168,1805498,1831599,1865231,1908274,1952211,2005242,2059174,2109518,2150263,2194660,2240086,2288254,2326122,2331165,2332347,2335040,2341401,2339225,2332669,2335718,2330084,2306685,2288009,2283515,2305109,2325626,2360414,2384773,2420483,2440738,2455796,2466575,2491985,2496470,2490410,2444667,2402812,2381738,2373897,2372050,2357181,2354955,2358994,2357283,2350716,2369448,2373152,2401346,2423464,2469176,2485974,2499050,2502375,2514535,2523495,2541058,2552371,2567247,2593099,2623725,2650797,2677245,2720573,2769859,2829444,2882749,2943715,3002333,3052721,3072079,3106316,3140273,3164457,3140157,3104442,3052203,2994852,2929314,2873253,2827328,2796306,2804606,2805069,2802011,2793943,2796944,2806584,2829510,2860968,2899247,2930035,2954275,2974596,2979252,2983790,2991541,3010290,3043332
97869,10041,94925,"Zip","CA","CA","Corte Madera","San Francisco-Oakland-Hayward","Marin County",418133,416883,415708,413324,410902,409763,409385,409856,410453,411826,413815,415831,418619,421483,424618,427131,430772,433202,435131,436980,440093,444107,447413,450313,451508,453954,457912,465358,472014,478973,485395,491898,496740,500099,503959,510521,519333,527081,532796,535728,540445,546207,555822,564160,574567,583492,595550,606490,618680,629806,640176,651989,665841,680301,691738,703131,713462,724977,732884,742133,750732,760493,770110,777169,778708,777356,775308,773835,774402,778111,785300,789276,787749,786465,786980,791154,796109,804665,815780,829525,838544,842606,841504,840901,845647,849746,854765,856047,859829,860001,861817,860206,862922,866015,873428,884852,899551,912202,922598,931607,943213,955325,964001,975332,987031,1002518,1015990,1025669,1034486,1045482,1058610,1073394,1087900,1106898,1124992,1138358,1147581,1155468,1166901,1175040,1169920,1167112,1167068,1176343,1173947,1162707,1151020,1142068,1138352,1136932,1131781,1132726,1139353,1141259,1135070,1121865,1120759,1125732,1133478,1144374,1150470,1153409,1154218,1148474,1146583,1150119,1162954,1162658,1149934,1138762,1134145,1133634,1120899,1102281,1077035,1057412,1039385,1023123,999769,996200,993866,990053,967694,939614,931412,931010,943127,953681,957290,954657,954274,950378,954731,950186,956802,959249,954064,948638,936578,923858,918813,919657,922560,912009,898622,893139,891392,890404,894700,892497,889270,879781,867183,854999,843008,844248,849878,863419,877678,892081,886124,883733,886969,910031,933165,951766,969367,981387,985561,980151,978097,982863,1002390,1015230,1029153,1033542,1038255,1041673,1047897,1057747,1072145,1078096,1074163,1068505,1072837,1089980,1106729,1113119,1119706,1130167,1137579,1142105,1145718,1163601,1182749,1200933,1212614,1221979,1225348,1230567,1234029,1233348,1236774,1242442,1248677,1254747,1261945,1271331,1269049,1262879,1254292,1260806,1271970,1293467,1307075,1316782,1327326,1332028,1342247,1342836,1354438,1362541,1381952,1392241,1400000,1397826,1397461,1400841,1400768,1398736,1385052,1382850,1381753,1387742,1385558,1384725,1386227,1379086,1371957,1369325,1377126,1382235,1373149,1367738,1363421,1368227,1366868,1366569,1366060,1375937,1387760,1396299,1399847,1409073,1435415,1457194
97874,10466,94930,"Zip","CA","CA","Fairfax","San Francisco-Oakland-Hayward","Marin County",270201,269875,269760,269272,268820,268950,269165,270325,271173,272748,273712,275039,276656,278283,279894,281432,283958,285717,287913,288822,290461,291109,292979,294645,296240,298287,300507,303779,305793,308003,309921,312716,315784,318961,321663,323908,325541,327501,329653,332188,335065,339022,342841,345770,348532,352743,358547,365662,374325,382177,389088,393321,398097,402386,407775,414026,419684,424824,428918,434475,440701,447805,453612,460222,465331,469660,471507,474812,479801,485495,490245,491477,488863,485402,484574,487715,491541,496925,504476,509380,511322,510556,511356,514293,520338,526186,531386,531464,532492,531908,533411,535616,540390,544522,548743,553597,559964,565680,570773,579186,588947,600066,605625,612818,619662,631093,640779,647193,652538,659288,668715,675818,682213,688397,696963,701820,705249,706351,710492,715711,715375,716168,715828,720542,719792,715623,711199,709912,712869,713987,711744,710332,714324,714734,712144,704756,707075,711324,718136,723123,723749,727727,730357,731163,727668,727035,728622,725941,712419,703173,695566,690932,681788,669394,656006,643116,632647,625950,618124,618916,619693,616778,605205,592900,588586,585776,589283,594187,598215,595488,594628,591702,594410,594606,599683,603010,598650,594932,587030,581877,580551,578111,571412,554976,540930,533246,529943,525627,526447,525996,524988,519004,509519,510113,516233,534890,549293,564401,574382,582948,586653,593176,605141,623222,642062,651984,661395,665372,669517,666453,668609,679567,697330,710235,718801,722763,727510,731225,733761,734413,737404,739871,742453,742240,742974,746097,750125,753185,758497,767075,775826,783909,790685,801755,810169,815796,818066,820137,820542,819660,816037,809729,804895,804187,809019,817799,822278,825224,827042,833451,839753,851380,864312,882713,895013,904398,904800,899430,899507,902793,904760,900382,900996,904864,905692,898356,893195,892328,896844,900603,903403,908275,913095,920487,918629,915530,912274,913014,917919,924227,928530,929183,925760,920440,918190,914866,918740,921674,926932,933344,938000,941315,946551,957609,973001,990273
97879,10661,94939,"Zip","CA","CA","Larkspur","San Francisco-Oakland-Hayward","Marin County",424327,422148,422438,422532,423853,424971,426042,427036,427344,428561,430361,433690,437513,443320,447273,450650,454562,458538,462437,466191,473957,480808,488476,493128,497512,502269,508431,516508,521871,528330,536066,545356,550271,555391,557234,561646,565141,569779,574422,576167,578719,584116,591042,599415,608394,618628,633567,648432,666769,680655,693054,704822,718663,730285,742435,753476,766235,778233,787415,798685,808771,823444,838378,853672,863885,870465,872081,871156,871317,874621,881950,883923,881117,876373,875056,879440,885301,896380,909166,925155,935124,939645,939499,941340,948214,953934,958002,955251,957480,955850,959159,958675,963406,966605,971765,982670,997287,1011020,1021217,1029822,1039567,1051836,1060230,1071327,1082810,1098507,1113711,1121624,1130134,1142633,1160971,1184164,1204951,1226839,1246653,1263196,1276686,1291501,1310700,1329001,1332198,1337281,1343727,1354646,1353088,1343079,1332994,1327834,1330630,1338566,1340177,1343510,1349215,1346874,1338106,1327818,1336289,1350785,1365970,1378888,1381986,1374114,1364837,1356015,1360477,1374597,1389946,1393943,1377485,1365114,1352618,1347845,1332480,1319386,1295737,1273285,1241645,1208673,1176702,1153414,1136351,1114846,1089925,1057600,1044707,1035207,1044759,1052853,1056486,1053581,1049519,1048740,1055062,1057300,1065282,1071874,1066678,1059393,1038122,1018253,1009485,1009894,1012931,1002245,985549,973956,963682,954681,955018,951966,953376,949911,941197,930796,918141,917811,923569,938424,955426,971093,966135,966078,971111,993102,1015304,1035037,1060110,1083630,1100032,1102432,1106007,1116503,1143813,1162822,1179118,1185516,1194818,1203206,1211169,1218832,1234058,1243459,1245517,1245216,1253454,1272192,1288919,1298652,1306809,1318532,1326463,1331184,1329510,1345533,1360355,1377451,1386157,1397490,1409762,1418113,1422642,1420077,1421866,1428061,1438574,1444989,1453912,1459284,1461507,1456512,1448514,1454422,1468454,1493074,1512367,1528577,1541522,1548605,1559404,1570447,1579716,1584933,1594329,1607201,1616955,1620825,1621562,1628385,1636970,1646912,1644696,1645919,1646654,1651833,1649730,1644112,1639237,1625427,1613815,1604630,1605933,1609885,1603896,1595316,1588422,1591646,1596796,1600943,1605663,1619396,1635892,1650220,1658680,1668306,1693266,1721672
97844,11019,94710,"Zip","CA","CA","Berkeley","San Francisco-Oakland-Hayward","Alameda County",167124,165805,164804,163255,161212,159503,157618,156408,155522,155189,156400,158355,160399,162054,163379,163574,165376,166870,170204,173107,175525,176889,175954,174939,173768,173742,174110,175843,176739,178305,178571,178938,180479,182261,185328,186403,188191,189359,191276,193792,197112,200430,201859,203324,203562,206940,209012,214513,220737,228410,234389,238022,241354,245099,251449,258983,267619,272343,277043,278546,277869,275791,276746,280562,284049,284651,284833,284797,286296,289842,293379,296607,298783,300423,300287,300491,302588,308505,314962,320767,324118,325397,326862,328920,332222,337438,343220,347881,349035,348517,346811,346145,345695,348490,352500,357999,363947,367570,372024,375907,383510,391239,401492,410565,420612,426732,433117,438058,443827,450325,456485,464675,471779,477856,479451,479691,480383,484266,486713,489159,487905,490399,490358,489688,486422,485196,485410,487902,487663,488507,487261,487123,487047,482764,480887,478916,476114,470250,464787,459829,456870,450261,446922,440084,437838,434992,431684,428401,426522,424734,424133,423795,425362,423528,418401,416307,414336,417454,420999,422719,425410,431451,435149,435109,429561,431950,438896,448525,454342,454960,454333,454377,455214,453289,450539,450631,454399,456326,455089,449315,446389,444437,442355,436336,427746,419909,419364,419125,420569,417887,415422,412596,408477,406158,404787,409235,416338,425378,431393,437064,441601,447377,455032,465753,480213,491727,505978,518834,534444,548236,556450,562510,566819,577394,588983,599073,603752,611591,614742,617104,613965,612958,616668,619809,623566,624488,628922,634148,640916,644999,654401,663475,672456,678091,684904,701028,718479,732353,734498,737051,740966,750201,749675,752110,756408,764205,766319,761339,755081,757544,765599,777034,783456,788281,799183,807965,814449,823344,832603,841828,852181,858870,869347,876772,891394,902915,912275,921847,934511,936694,938139,940056,947002,950160,948094,938915,930215,925119,927195,930779,937648,946346,955353,958474,960883,966157,974119,988376,999862,1010449,1015770,1020373,1021437,1025889,1030815,1040731
97778,11099,94572,"Zip","CA","CA","Rodeo","San Francisco-Oakland-Hayward","Contra Costa County",151669,149677,148757,147172,147255,147592,148475,149473,150730,151061,151193,151279,151946,153726,155280,156581,155899,155257,154261,154220,154236,155457,156611,158037,158043,158483,159400,161599,163690,165356,166443,166054,165582,165779,167189,168591,170936,173065,174763,174173,173824,174276,175786,177515,178931,180478,181961,183587,186084,188187,191085,193357,196498,198996,201428,204005,207054,209464,211568,213930,216840,219904,222563,225545,227958,229804,231165,232728,234230,236159,239045,241623,243391,245144,247154,249923,252235,255715,259579,262511,265354,268598,272107,276011,279166,282050,283743,287279,293357,299277,303255,307723,313219,319675,324318,329663,335301,342396,350409,357476,360884,363555,368244,375137,382028,386908,393542,400445,407862,414033,419717,425163,432304,441992,451245,458446,462608,467252,468729,466826,465597,468021,471438,474320,474898,473478,471714,469787,470705,470801,474743,479776,484526,485077,484619,481641,478444,474101,466497,454001,441118,432634,426665,420020,410638,401486,391243,380891,373506,365701,361752,360796,362303,361786,354984,346930,338994,332798,327627,325736,323499,326331,331252,340767,345239,346650,347827,349960,353179,354600,360270,366763,371377,370616,367566,363263,359783,356440,354193,356732,360983,368756,370310,368543,366631,364367,357963,349930,344998,344774,346871,344528,340384,333369,329331,325225,319562,314181,314007,312702,311174,306053,302327,298192,297196,295266,294210,291916,292627,293988,293950,292186,287991,284436,282127,281706,279795,277605,273381,273258,274399,277563,279754,283328,288321,294916,298279,302515,305773,312376,319788,324649,326910,326809,325324,325025,325979,328353,330649,329872,328823,324821,322488,320438,320374,322691,327758,332013,333584,334233,337622,342992,346566,351120,356189,363807,369243,370158,371473,376355,383731,386812,386829,387122,394126,403414,411033,414185,419581,427820,434380,434323,435402,438244,441429,445825,451719,457802,460020,461949,465167,469128,468224,466942,463559,465543,468361,469834,467321,463905,464901,468527,471034,473051,479907,490300
