"regionid","sizerank","regionname","regiontype","statename","state","city","metro","countyname","1/31/1996","2/29/1996","3/31/1996","4/30/1996","5/31/1996","6/30/1996","7/31/1996","8/31/1996","9/30/1996","10/31/1996","11/30/1996","12/31/1996","1/31/1997","2/28/1997","3/31/1997","4/30/1997","5/31/1997","6/30/1997","7/31/1997","8/31/1997","9/30/1997","10/31/1997","11/30/1997","12/31/1997","1/31/1998","2/28/1998","3/31/1998","4/30/1998","5/31/1998","6/30/1998","7/31/1998","8/31/1998","9/30/1998","10/31/1998","11/30/1998","12/31/1998","1/31/1999","2/28/1999","3/31/1999","4/30/1999","5/31/1999","6/30/1999","7/31/1999","8/31/1999","9/30/1999","10/31/1999","11/30/1999","12/31/1999","1/31/2000","2/29/2000","3/31/2000","4/30/2000","5/31/2000","6/30/2000","7/31/2000","8/31/2000","9/30/2000","10/31/2000","11/30/2000","12/31/2000","1/31/2001","2/28/2001","3/31/2001","4/30/2001","5/31/2001","6/30/2001","7/31/2001","8/31/2001","9/30/2001","10/31/2001","11/30/2001","12/31/2001","1/31/2002","2/28/2002","3/31/2002","4/30/2002","5/31/2002","6/30/2002","7/31/2002","8/31/2002","9/30/2002","10/31/2002","11/30/2002","12/31/2002","1/31/2003","2/28/2003","3/31/2003","4/30/2003","5/31/2003","6/30/2003","7/31/2003","8/31/2003","9/30/2003","10/31/2003","11/30/2003","12/31/2003","1/31/2004","2/29/2004","3/31/2004","4/30/2004","5/31/2004","6/30/2004","7/31/2004","8/31/2004","9/30/2004","10/31/2004","11/30/2004","12/31/2004","1/31/2005","2/28/2005","3/31/2005","4/30/2005","5/31/2005","6/30/2005","7/31/2005","8/31/2005","9/30/2005","10/31/2005","11/30/2005","12/31/2005","1/31/2006","2/28/2006","3/31/2006","4/30/2006","5/31/2006","6/30/2006","7/31/2006","8/31/2006","9/30/2006","10/31/2006","11/30/2006","12/31/2006","1/31/2007","2/28/2007","3/31/2007","4/30/2007","5/31/2007","6/30/2007","7/31/2007","8/31/2007","9/30/2007","10/31/2007","11/30/2007","12/31/2007","1/31/2008","2/29/2008","3/31/2008","4/30/2008","5/31/2008","6/30/2008","7/31/2008","8/31/2008","9/30/2008","10/31/2008","11/30/2008","12/31/2008","1/31/2009","2/28/2009","3/31/2009","4/30/2009","5/31/2009","6/30/2009","7/31/2009","8/31/2009","9/30/2009","10/31/2009","11/30/2009","12/31/2009","1/31/2010","2/28/2010","3/31/2010","4/30/2010","5/31/2010","6/30/2010","7/31/2010","8/31/2010","9/30/2010","10/31/2010","11/30/2010","12/31/2010","1/31/2011","2/28/2011","3/31/2011","4/30/2011","5/31/2011","6/30/2011","7/31/2011","8/31/2011","9/30/2011","10/31/2011","11/30/2011","12/31/2011","1/31/2012","2/29/2012","3/31/2012","4/30/2012","5/31/2012","6/30/2012","7/31/2012","8/31/2012","9/30/2012","10/31/2012","11/30/2012","12/31/2012","1/31/2013","2/28/2013","3/31/2013","4/30/2013","5/31/2013","6/30/2013","7/31/2013","8/31/2013","9/30/2013","10/31/2013","11/30/2013","12/31/2013","1/31/2014","2/28/2014","3/31/2014","4/30/2014","5/31/2014","6/30/2014","7/31/2014","8/31/2014","9/30/2014","10/31/2014","11/30/2014","12/31/2014","1/31/2015","2/28/2015","3/31/2015","4/30/2015","5/31/2015","6/30/2015","7/31/2015","8/31/2015","9/30/2015","10/31/2015","11/30/2015","12/31/2015","1/31/2016","2/29/2016","3/31/2016","4/30/2016","5/31/2016","6/30/2016","7/31/2016","8/31/2016","9/30/2016","10/31/2016","11/30/2016","12/31/2016","1/31/2017","2/28/2017","3/31/2017","4/30/2017","5/31/2017","6/30/2017","7/31/2017","8/31/2017","9/30/2017","10/31/2017","11/30/2017","12/31/2017","1/31/2018","2/28/2018","3/31/2018","4/30/2018","5/31/2018","6/30/2018","7/31/2018","8/31/2018","9/30/2018","10/31/2018","11/30/2018","12/31/2018","1/31/2019","2/28/2019","3/31/2019","4/30/2019","5/31/2019","6/30/2019","7/31/2019","8/31/2019","9/30/2019","10/31/2019","11/30/2019","12/31/2019","1/31/2020","2/29/2020","3/31/2020","4/30/2020","5/31/2020","6/30/2020","7/31/2020","8/31/2020"
97803,1624,94601,"Zip","CA","CA","Oakland","San Francisco-Oakland-Hayward","Alameda County",103012,102938,102958,102976,103114,102969,102799,102862,103451,104293,104682,104688,104452,104351,104370,104045,104110,104399,105170,105222,104895,104350,104665,105567,106461,107260,107808,109375,110026,110821,111027,111985,112633,112578,112392,112160,112949,113850,114970,115341,115656,116507,117078,117971,118473,120833,122802,125028,126573,128640,130273,132004,134623,136658,139678,141577,144915,147286,150249,153502,156506,159294,162830,166601,170614,173890,176953,180696,184667,188374,191384,193436,195763,198099,200477,203528,206154,210191,213569,217519,220063,222753,225121,227876,230425,234014,236826,239420,240798,242332,244692,246531,248425,250405,254444,258770,263666,266510,270703,274249,279614,284410,289376,294265,299948,305419,310543,315289,320145,325457,330633,337030,343329,349436,354381,359548,364930,370972,374581,378360,379918,384079,386278,388056,388502,389288,390272,391270,391414,392433,392446,392697,391877,388658,385912,383715,381726,378496,376504,374302,371630,363627,357575,350121,347353,342099,337419,328829,320952,311372,302230,292803,284034,275731,267101,259000,250739,245696,241583,239472,235979,235977,234013,232716,229808,231168,233321,238085,241153,242921,242722,243786,246662,247888,247924,247535,247971,247829,247012,243489,240875,238543,237531,232894,226478,219761,218443,216360,217214,214510,213300,211352,209784,208544,207891,209712,212628,215987,217008,219421,220277,223117,225793,230128,235392,239523,243954,249041,256835,266241,274467,281855,288034,295799,301673,308183,312480,319513,324318,327976,328133,327297,326259,326788,327690,330179,335408,339968,344675,346994,353145,360310,367985,374985,384957,395942,409944,418058,423331,427501,434659,442767,446415,450481,454465,459485,462592,464246,463122,467599,473295,479927,482024,486477,493495,498786,504344,511442,518152,523391,529831,535378,540840,549177,560428,569934,575347,581730,588457,591415,591868,590858,590104,591276,592754,590088,582635,576671,573299,574695,578400,585516,591314,593329,594694,594990,597277,600914,607823,614074,620465,623240,624160,624074,626780,633988
97812,1636,94610,"Zip","CA","CA","Oakland","San Francisco-Oakland-Hayward","Alameda County",114590,113982,113785,113371,113172,112764,111922,111285,110968,111272,111700,112216,112519,113037,113524,114125,114753,115681,117532,119409,120871,121646,122353,123467,124784,126377,127595,128675,129673,130812,132076,132972,134404,135275,136419,136718,137747,138649,139967,141263,142532,144705,145961,147899,149183,152322,155150,158690,161984,165195,168251,170843,173450,174461,177156,180182,185084,188995,193068,197054,199819,202644,205642,208485,210921,213076,214472,215175,214593,214269,214123,214023,214227,214773,215627,218317,221357,225365,228833,232997,236929,239899,241839,243290,245074,247392,249005,249727,249522,249587,250261,250782,251428,252794,255523,258544,262149,264282,267531,270095,274612,279104,283913,287581,291441,295067,299808,304637,309270,313814,317912,323243,327625,330779,332144,334205,336865,340441,341242,341650,339707,340378,339910,339166,337782,337660,338118,338827,337890,337498,336268,335683,335838,333685,333149,332127,331062,328212,326655,325771,326285,322752,321715,318711,319344,318104,315918,313755,313809,314215,313961,311896,309230,307787,304953,305069,304641,308899,313064,315415,314272,315606,317210,320369,322286,326700,332034,337463,340504,341579,342967,345907,351079,354618,355066,352489,349636,347808,347899,346318,346792,346486,345948,342976,339041,334793,335504,339407,347240,351306,352408,352383,351780,352741,354762,361435,369620,379669,391398,404604,415627,426573,438187,452936,467155,478470,492601,505756,522301,536499,540363,538986,538217,545328,555245,564100,573272,585615,591331,597696,598527,602118,609034,619786,630256,639463,650481,660597,670550,679024,693648,706767,720355,733636,752596,773493,794798,810885,822911,838938,855104,872286,882251,894790,908505,923235,939155,955876,971324,988716,1001677,1011040,1018410,1027379,1044354,1055486,1068771,1080876,1085936,1085320,1087611,1096009,1111866,1129433,1150201,1166815,1177875,1192079,1205261,1213505,1220103,1231675,1243630,1255435,1258786,1252926,1240498,1238029,1240141,1249780,1261558,1277711,1288294,1287158,1287271,1287163,1291786,1302694,1317146,1325347,1331420,1330895,1328625,1325552,1329401,1341203
97516,1645,94025,"Zip","CA","CA","Menlo Park","San Francisco-Oakland-Hayward","San Mateo County",442142,440825,440142,438548,437861,437836,438303,440052,442427,445530,448216,451140,454757,459664,465134,470992,476747,482801,489397,494823,499996,505710,513531,522443,530749,538034,544239,551473,559271,566476,573236,579922,587043,592153,596171,599209,603452,608493,614350,619441,622205,625555,629577,636012,643272,652985,663069,673335,682678,692817,704434,717003,735092,755740,775979,792475,807749,823265,840966,859958,878829,894195,906274,912793,912217,903647,895509,887958,880505,874227,863960,852824,839595,832625,828622,830900,838040,852283,865624,877981,888036,892075,897789,903083,908813,910999,908019,906640,899858,893458,885243,882385,883808,889784,894511,899869,909996,922107,938301,949549,961275,969831,984275,997516,1009379,1020456,1031837,1048266,1063484,1074818,1083682,1092935,1112293,1129279,1141705,1150028,1160025,1168335,1180086,1183353,1187015,1186939,1194601,1198107,1192860,1188222,1187411,1191919,1193288,1194358,1198012,1205257,1212286,1219644,1220466,1222920,1228711,1235374,1238061,1236749,1237816,1244112,1242694,1237102,1220845,1213587,1203447,1209320,1206022,1207517,1202167,1195474,1189588,1174138,1154271,1127610,1116071,1108777,1108355,1087203,1072904,1056352,1054968,1050951,1039274,1030709,1033141,1053750,1067816,1071652,1066003,1066648,1066295,1066824,1059475,1061273,1069720,1081530,1088581,1086196,1083906,1079332,1083423,1094294,1107179,1113254,1114309,1115756,1121093,1131291,1138396,1151586,1160783,1178111,1198026,1216528,1234793,1263327,1297009,1338688,1366119,1381889,1392242,1392138,1409491,1432868,1461128,1479676,1500133,1509351,1532431,1531233,1550310,1573018,1609571,1649088,1674530,1688979,1687157,1700174,1709646,1734314,1754481,1775111,1788652,1791329,1804013,1820026,1828274,1848094,1879034,1905187,1939026,1962479,1980327,1999101,2006766,2030609,2047014,2054798,2081546,2093873,2104943,2105588,2094178,2094846,2070541,2063898,2058581,2069330,2069566,2091369,2100694,2115583,2109847,2113064,2123410,2122170,2143089,2157617,2197133,2237557,2291502,2338009,2370761,2394221,2425600,2463313,2501175,2537923,2566190,2591740,2595029,2572860,2534218,2492686,2463639,2447622,2420958,2412135,2408657,2409505,2400945,2378293,2371379,2367843,2377095,2386690,2395597,2397924,2408425,2400576,2387373,2373507,2366517,2371576
98233,1868,95476,"Zip","CA","CA","Sonoma","Santa Rosa","Sonoma County",263700,263206,263286,263093,263012,262598,262612,263111,264040,265001,265616,266295,265902,266480,266518,267674,268401,269724,270843,271716,272477,273354,274920,276462,280003,283189,286797,288848,291299,293809,296212,298864,301399,304364,307642,311624,314729,316231,317647,319990,324056,328392,332736,335779,338433,340629,342819,344471,348032,354984,361701,368718,373494,379763,385852,393774,402355,412610,421703,431007,437273,443496,451550,458407,465282,469625,475206,479668,484288,487122,490699,493443,497444,499721,500886,503392,506707,511714,515454,520480,523917,528947,533821,540186,545574,551611,557099,562665,567306,570658,574439,578542,585727,592127,598650,603700,610858,617566,626057,632833,641723,650942,662462,672859,681480,688572,697371,708145,720081,730496,739047,749671,760197,772689,782067,790808,798045,806184,812696,817939,817931,819994,820944,823030,820863,815082,809415,803365,799108,793609,787071,781543,775512,770408,767222,762611,760122,756719,754170,750330,744479,740392,738615,730113,725907,716831,706932,693041,677628,667279,653214,642492,633674,624844,609686,596489,581037,569151,559382,552814,551730,547150,546248,544158,539349,532589,529095,531137,535453,539313,539158,538253,531546,526840,521320,517818,515677,513719,513358,510162,505358,499133,495069,491018,487061,481714,477256,471329,467058,463857,459861,453999,450178,449307,449871,451251,456542,462911,470633,474536,478364,482178,489286,500419,508802,516367,521606,530047,538415,548588,554424,567544,579476,593405,602010,608701,617196,627624,639125,643010,643631,643068,648974,648941,649871,648797,653566,655697,659216,657711,660128,667753,678939,687464,690593,698278,705079,712020,713636,720963,724494,733010,737251,743083,741982,743214,748003,749153,750838,751924,758769,763515,771248,772669,773172,768900,772464,775697,773513,776728,781841,794501,803359,807222,808681,815454,822784,831945,833578,835216,841174,840984,839477,829772,825526,822340,813934,803444,800048,802802,811949,819831,821736,819279,814620,817022,817576,819663,826250,833040,834536,831629,826160,821930,821191,825760
97858,1894,94901,"Zip","CA","CA","San Rafael","San Francisco-Oakland-Hayward","Marin County",375015,373143,372284,370661,369671,368856,367273,366639,365728,366123,366070,366675,367701,369607,371501,373064,375511,378273,381863,384324,387486,390195,393666,396279,398596,401167,403960,406731,407945,409108,412025,416022,421255,425083,429189,433529,437608,442544,446951,452252,457137,463016,468853,474372,478473,483148,489537,497680,507860,516207,523253,529750,537890,546944,554931,563641,572175,580958,588874,597817,606932,616416,626609,635638,642992,647135,649770,651726,655634,660795,664310,663661,660036,657986,658151,660721,664667,671172,682044,692663,700365,705125,709304,715010,721501,726500,730375,732077,733433,732123,730158,729964,734170,738144,744370,750769,761217,768980,777274,785382,796287,809874,819497,829570,836022,846423,855535,864400,872525,884674,895546,906622,915501,925979,937448,945070,952707,958727,967222,974829,975328,977363,981218,988659,989052,983679,979098,976072,976941,976155,973699,970236,975991,973955,970329,958367,959935,962514,964399,966367,965163,968133,967561,965743,951540,943694,936835,934269,917718,907451,902088,898643,886394,867988,847584,829645,814468,804471,794887,793959,793300,787637,771272,754209,748521,746362,751641,757798,766936,767733,767130,759151,758537,753661,757141,757659,752400,745632,733437,721973,713315,703889,693467,678225,665167,658341,652655,648487,651008,650819,651357,646236,639278,640571,644682,655556,661296,670255,679762,687335,682241,682742,688172,706453,722896,733745,744913,754493,765062,769950,775045,786109,805236,817919,826489,828429,833638,837593,840008,840912,843947,845431,844812,843320,844528,851978,860245,864254,869034,876899,886194,895647,904533,917102,926808,931867,936825,942080,947797,953882,954145,949263,945835,948165,954726,962025,967669,975347,978722,981196,979609,984404,997169,1018851,1036622,1046051,1048371,1047674,1052539,1057882,1066563,1072808,1084516,1091658,1094052,1089734,1085393,1087583,1093180,1098024,1101040,1107061,1114657,1119740,1118466,1116772,1120360,1121023,1127144,1130485,1136858,1138168,1136644,1131734,1127963,1126340,1129130,1133456,1135145,1141355,1145059,1150179,1153712,1163253,1176010,1191128
97808,1897,94606,"Zip","CA","CA","Oakland","San Francisco-Oakland-Hayward","Alameda County",129586,129565,129387,128892,128761,129182,129935,130087,129794,129634,129645,129526,128927,128409,128145,128623,128886,128852,128245,128349,128617,128980,129160,130006,131635,133109,134533,135400,135872,135526,135799,136266,137826,138438,139334,139305,139422,139775,140474,141623,142786,144431,145462,146970,148052,151008,153453,156535,159004,161463,163246,164872,167339,170402,173524,175776,178509,181361,185266,189563,193823,198552,203958,209655,214761,218543,222267,225565,228868,231557,233475,234918,236004,237098,238349,240642,243721,247423,251070,256016,260410,263456,265899,268047,271029,273721,275790,276867,276240,276621,278295,279907,281028,282936,286823,290955,295064,298680,304367,310114,316890,322103,326977,331063,336811,342123,347795,352689,358286,364283,368808,373850,379245,385548,390600,395984,400697,407208,410295,414421,414770,417349,419045,420645,421441,422138,422991,424253,423559,422983,422186,421865,421673,417992,414525,411667,408618,405206,403801,402909,402447,396289,392230,386829,386327,384017,380120,373232,367174,359501,350644,339898,330011,321406,312466,303996,293759,286860,282471,279900,277508,278497,279028,279238,278394,281562,284804,289222,293609,297851,301592,304829,306839,305272,301068,297393,295291,292983,291192,287672,284714,281961,278959,274380,268011,262691,262323,264798,268488,268816,268531,268529,268606,267655,266903,267700,272088,277878,282907,287066,289533,293724,297961,303864,311380,317662,325645,334845,346967,357744,367417,372398,377792,381665,387060,392040,394834,401650,403910,405643,401359,399578,396085,398000,398836,405651,413574,421380,427374,430342,438394,447761,457838,466315,476726,486705,500398,508401,513497,517130,524754,534196,539125,544474,550624,556052,560535,566114,569775,575639,580081,587827,592944,600157,609464,614538,619141,625664,635110,642165,650039,658486,669701,679047,688890,693804,697511,703977,713600,719573,718578,714706,711205,709763,706844,699359,689144,683729,681043,683681,686621,690670,691841,690440,689716,689357,690289,694697,701488,706723,710677,710464,709016,708381,713118,722130
97527,1949,94040,"Zip","CA","CA","Mountain View","San Jose-Sunnyvale-Santa Clara","Santa Clara County",395549,394606,394104,393782,394001,394907,395731,397797,399729,402736,406153,409888,414261,418735,424126,428444,432497,436279,440683,444385,448614,451384,455284,459720,463609,467945,471670,477605,483752,489346,495279,500550,507440,514120,518129,520577,523745,528741,533432,534710,537050,540925,545352,549304,550828,556068,563325,573747,583452,591949,601002,615797,631203,649163,665326,684378,703587,720061,738700,754665,770850,781176,789771,792229,791349,785191,779307,772940,767536,759970,747540,735861,725338,723108,725088,729013,735659,741019,747783,750408,752559,756543,761426,762895,763366,763737,761317,757738,750241,747879,745557,746963,750110,753147,758032,765895,776105,783507,790123,799577,811945,824556,834577,846487,857084,870762,885883,901084,914553,927691,946872,961569,975727,984146,997502,1009032,1016651,1020718,1021115,1024370,1029121,1033617,1028636,1025007,1022841,1026936,1027321,1022709,1025751,1028562,1032646,1033203,1031489,1035120,1043300,1050960,1056275,1058626,1063545,1070915,1075010,1075744,1072961,1063834,1050498,1030116,1014804,1008192,1006090,999850,992551,990416,984888,979329,974050,983763,998697,1018265,1017509,1013609,1005497,1009060,1011555,1002605,998010,1000168,1013637,1018940,1022789,1025169,1044776,1052670,1061125,1051055,1044546,1045424,1055410,1061595,1052136,1040980,1033697,1029434,1022710,1018740,1010072,1016775,1020671,1030641,1024740,1017842,1023953,1027846,1030699,1026222,1028897,1043754,1067325,1087287,1107879,1123889,1146585,1170460,1192673,1221682,1250625,1279615,1302691,1321549,1341937,1359815,1369696,1376415,1380404,1394862,1398310,1402914,1409658,1427456,1438954,1442874,1437536,1441135,1461872,1486483,1517814,1535698,1565455,1586221,1600491,1610776,1631989,1653599,1694279,1719956,1745966,1754886,1764687,1770249,1773204,1782193,1796730,1806108,1812221,1824921,1818053,1816694,1798482,1806036,1802670,1815972,1820197,1830351,1835640,1849029,1857980,1868933,1879005,1896934,1920425,1956921,2007259,2058176,2107662,2155353,2205702,2251565,2291764,2320102,2358301,2390956,2427140,2414584,2383297,2342863,2317392,2281846,2233952,2192769,2161997,2157377,2152954,2145089,2125006,2109341,2109342,2109486,2113984,2126683,2150216,2172894,2196334,2208889,2222072,2242999,2275972,2328456
97810,1971,94608,"Zip","CA","CA","Oakland","San Francisco-Oakland-Hayward","Alameda County",168011,166926,165673,163797,161783,160472,158880,158160,157313,157034,156608,155837,154881,154219,154756,155241,156368,156590,157822,158067,158798,159162,160311,162538,164384,165930,166585,167346,167990,169272,170706,172418,174329,175871,177218,177766,179556,181504,183310,184990,186777,188882,189164,189789,190107,191384,191942,193193,195806,198770,201362,202888,203932,204263,206993,211025,216538,221378,226666,232632,236688,241003,246171,252370,258953,264876,269539,272172,274344,276523,278993,278802,278912,278952,279988,282493,285607,290211,294347,299017,302648,306638,310003,315592,320718,326109,329330,331487,331993,332899,334751,337883,340674,343818,347473,351261,355113,358197,362978,368100,375211,381432,388302,393717,400778,406564,414119,420780,428606,435888,442873,450321,458062,465513,470751,475961,481252,488422,492519,496460,497379,501266,503946,505152,504231,503718,504768,507107,507613,507837,506590,505525,504679,500098,496618,493163,491080,487800,485728,482642,479690,471734,466214,458729,455618,450319,444687,441246,436812,430353,420115,411791,403274,396306,387553,383638,378665,379402,378805,374926,369875,370338,371624,371576,370338,373045,376321,377170,375233,371248,367941,366792,367940,364803,360090,353208,348927,344503,341587,336380,333471,329665,326909,320540,312407,305292,305149,306162,308431,305701,303243,301670,300381,300265,299897,303053,307382,312729,312932,315929,317936,324478,330812,338450,347140,354528,364321,373738,386260,399449,413524,422892,429104,435428,443467,452906,459289,466750,470131,473341,472555,470884,469509,471104,475331,481334,487550,493319,497964,502353,509619,518203,527065,536103,545140,556516,570148,580308,586400,590612,599397,609209,614834,620215,626112,631525,636569,640591,641050,641667,642840,646783,649129,652044,658282,662048,665077,669939,675063,678464,684281,692671,702795,712642,720608,726868,731123,737736,745488,750431,751491,751378,749902,748879,747000,739607,732306,728642,727265,728088,731871,737727,742565,741865,742712,743980,746644,753067,760708,766481,771442,774445,775061,775453,778950,788325
97704,2020,94404,"Zip","CA","CA","Foster City","San Francisco-Oakland-Hayward","San Mateo County",310159,309279,308979,308161,308182,308291,308511,308988,309969,311625,313142,314837,316759,319559,322476,325729,328728,332322,336663,341311,345827,350012,354928,360525,366024,371283,375984,381143,385951,390476,394306,397720,401133,404149,407097,408946,411372,413752,416744,419304,421073,423098,425706,429594,433620,438423,443506,449537,455591,461818,468747,475756,486850,499383,512430,522524,532605,543362,555720,569129,581605,592423,600331,605668,605635,601522,596301,593116,590244,587368,581022,573326,565220,561345,560396,563353,569091,578157,586992,594115,599209,601279,605815,610129,614596,616217,615454,615654,613155,610801,608080,609811,614041,621039,625761,631305,639379,649299,661406,669861,677538,684098,693789,702377,710282,717718,726174,737820,749012,756952,762367,768701,784059,797383,807254,812793,820168,826798,835580,837661,839743,839724,845454,848687,844435,840398,837989,839845,837877,834656,833320,836419,839817,843786,844296,845369,847467,849214,850505,850339,851397,853984,850884,843572,830214,822071,810076,808297,799563,796552,789515,783689,777613,768654,756305,742921,736794,733819,736376,724204,720649,712763,713535,708201,702273,698607,703434,715863,725039,726522,723083,725364,725384,726299,721495,727495,733679,740904,740943,736749,731016,725152,722285,725683,726371,725285,722466,713883,708199,703725,705027,708257,707976,711891,716216,718750,726129,738635,752215,767933,780505,791109,799314,802331,819520,839032,861771,875876,888775,894009,905690,911903,925958,941038,958768,977928,989646,996075,996913,1006712,1013744,1028279,1037776,1051436,1059525,1065944,1072882,1084420,1088507,1100387,1119709,1136698,1158407,1172950,1196544,1218797,1236537,1249607,1260705,1266675,1284563,1293708,1298444,1300823,1296415,1300326,1289236,1283302,1281951,1291118,1296421,1309699,1315400,1327658,1328281,1333288,1341639,1352893,1369179,1380600,1395232,1415088,1446402,1474794,1497496,1508043,1525788,1545868,1569380,1582817,1590455,1601167,1606072,1601989,1580526,1555401,1531682,1522323,1507032,1502010,1504354,1507067,1505243,1487465,1483341,1479159,1484089,1491230,1501434,1506030,1514662,1513891,1505884,1501675,1503644,1517709
97570,2073,94116,"Zip","CA","CA","San Francisco","San Francisco-Oakland-Hayward","San Francisco County",308918,307936,307078,305558,304289,303692,303333,304054,305352,307396,309468,311763,314576,317756,321161,324583,328548,332315,336613,339958,343573,346695,350820,355293,360057,364859,369950,375224,380240,385001,389476,394093,398150,402104,405090,407496,408856,410649,412606,415499,418867,423215,427799,432587,436663,441365,446983,454297,462617,470610,478854,486163,493562,500529,507871,515255,524723,536105,549174,562174,573625,583696,591187,598528,603926,608196,610175,611585,612949,612323,610855,606897,605413,603786,605141,606443,612177,621047,631331,641792,648025,653242,655349,659322,660890,665447,669866,675926,676213,674315,675237,678994,684373,688811,696952,706688,721245,733522,744546,752438,762852,774468,784400,792104,802169,815014,827404,838041,845735,857827,868533,879680,888181,896208,903738,909038,916105,924729,929712,933491,932989,928501,922807,918934,920827,923433,925810,927909,927388,921461,917991,916816,919017,924361,929747,939052,942484,945940,944985,947052,947888,948459,948153,940885,935964,925544,924441,919614,918182,908438,899130,889634,883430,878288,872042,864913,855509,844828,833032,819729,809703,805771,806556,800533,791205,786929,788026,799603,808077,819311,820011,822075,821062,821775,815910,816894,817358,816265,808947,794968,784684,774260,770047,765427,758221,748208,743198,740010,740243,738752,739012,739563,737640,740783,745949,751847,757896,765581,777542,788213,799660,810681,821131,833443,851473,860774,869056,878387,897123,918116,931135,945011,951022,956594,959253,966851,973516,992845,1011315,1028229,1034073,1032556,1033532,1027888,1029222,1032902,1049254,1058012,1062284,1059834,1061541,1067759,1072759,1087144,1105673,1132081,1155246,1176083,1183668,1198463,1217802,1231559,1234202,1224477,1225471,1219107,1208862,1196433,1194193,1199342,1212502,1218829,1219579,1218321,1221165,1235096,1252654,1271942,1295852,1316505,1335746,1343712,1353860,1361102,1374972,1392717,1420801,1443541,1455039,1468963,1474502,1480530,1477100,1475455,1469843,1459860,1454168,1446660,1440396,1433991,1442905,1449089,1463462,1462744,1465207,1467796,1476377,1489187,1494913,1499175,1495571,1491466,1478807,1465884,1448370,1441276
